dwd_dsc_d365_contract_df.id,dwd_dsc_d365_contract_df.sfdhl_contract_customerlegalentity,dwd_dsc_d365_contract_df.sfdhl_scope_text,dwd_dsc_d365_contract_df.sfdhl_contract_term,dwd_dsc_d365_contract_df.sfdhl_contract_contracttype,dwd_dsc_d365_contract_df.sfdhl_contract_startdate,dwd_dsc_d365_contract_df.sfdhl_contract_nextendbreakdate,dwd_dsc_d365_contract_df.sfdhl_contract_countryareaname,dwd_dsc_d365_contract_df.sfdhl_contract_additionallocations,dwd_dsc_d365_contract_df.sfdhl_legal_contactname,dwd_dsc_d365_contract_df.sfdhl_finance_managername,dwd_dsc_d365_contract_df.sfdhl_operation_managername,dwd_dsc_d365_contract_df.sfdhl_contract_costcenter,dwd_dsc_d365_contract_df.sfdhl_other_deviations_from_commercialexpect,dwd_dsc_d365_contract_df.sfdhl_contract_anyliquidateddamagespenalty,dwd_dsc_d365_contract_df.sfdhl_contract_liabilitycap,dwd_dsc_d365_contract_df.sfdhl_contraact_earlyterminationresourceinvest,dwd_dsc_d365_contract_df.sfdhl_contract_contracttermrelated,dwd_dsc_d365_contract_df.sfdhl_contract_sfdscnoticeperioddays,dwd_dsc_d365_contract_df.sfdhl_contract_anyauditrightsfdsc,dwd_dsc_d365_contract_df.sfdhl_contract_diectlossotherthancaliabilitycap,dwd_dsc_d365_contract_df.sfdhl_contract_earlytermination,dwd_dsc_d365_contract_df.sfdhl_contract_anyreimbursementfromthecustomer,dwd_dsc_d365_contract_df.createdon,dwd_dsc_d365_contract_df.modifiedon
2）合同中对各项服务有细节的时间限制，逾期将承担违约责任，请BG注意；,,,,,,,,,,,,,,,,,,,,,,,,
3）合同中对各运输阶段有人员人数的要求，请BG注意。如因我司原因造成客户人员成本增加的，客户有权追偿。,,,,,,,,,,,,,,,,,,,,,,,,
11、合规与税务：,,,,,,,,,,,,,,,,,,,,,,,,
请与相关同事确认该项目承运是否符合国际贸易合规ITC的要求，以及是否有跨境服务涉及境外税费（PE or cross-border service tax）。,,,,,,,,,,,,,,,,,,,,,,,,
风险管理部：,,,,,,,,,,,,,,,,,,,,,,,,
1、赔偿责任限额：,,,,,,,,,,,,,,,,,,,,,,,,
"a）合同未约定赔偿责任上限，即SF DSC对货物损失须承担全额赔偿责任，而运输货物的货值高达USD 24,883,662（约等于CNY 176,500,809.91），不过客户已经同意在其货物运输险保单中将SF DSC列为附加被保险人；但是对于“因乙方原因造成甲方相关货损损失不能及时获得赔付，则乙方应承担赔偿甲方损失的责任”，SF DSC的物流责任保险最多只能承担到每次事故CNY 50,000,000。",,,,,,,,,,,,,,,,,,,,,,,,
"d）对于报关服务引起的无限赔偿责任，SF DSC的物流责任保险最多只能承担到每次事故及累计人民币10,000,000。",,,,,,,,,,,,,,,,,,,,,,,,
2、赔偿计价基础：合同中未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候应以货物报关发票金额为准。,,,,,,,,,,,,,,,,,,,,,,,,
3、保险要求：合同约定“乙方代甲方办理货物海洋运输保险和境内外陆运保险”，但是实际上涵盖全程的货物运输保险将由客户自行负责安排。,,,,,,,,,,,,,,,,,,,,,,,,
4、理赔要求：,,,,,,,,,,,,,,,,,,,,,,,,
a）合同约定“乙方应以甲方名义向保险公司申请理赔，追索甲方的相关损失，甲方将予以配合”，但是鉴于货物运输保险由客户自行负责安排，将来由甲方和其保险公司直接处理索赔更为合理。,,,,,,,,,,,,,,,,,,,,,,,,
b）合同约定“乙方应先行承担甲方提出的合理货损损失，不得以保险公司未赔付为由拒绝承担甲方的货损损失”，如果保险公司和/或供应商对货物损失最终确定的赔偿少于先行赔付的金额，那么最终的差额将只能由SF DSC自行承担。,,,,,,,,,,,,,,,,,,,,,,,,
5、不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a）SF DSC的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
b）SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c）SF DSC的保险不赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d）SF DSC的保险不赔偿违反廉洁诚信/反贪污受贿义务的责任。 ,1、若因乙方自身的原因，造成甲方货物不能按甲方要求准时发运、交货，乙方应向甲方支付违约金。每延期一天，乙方应向甲方支付该单货物运杂费的百分之一的违约金，总额度不超过合同总额的30%；,,,,,,,,,,,,,,,,,,,,,,,
2、乙方应按本合同第一章、第二章和第四章相关条款约定完成甲方要求的相关工作。如因乙方原因造成的保险损失应按本章第一条赔偿甲方损失；如因乙方原因造成的如免税手续、物流方案书、收货和交货延期损失应按本合同本章第二条支付违约金或赔偿甲方损失；如因乙方原因造成的甲方人员成本增加、单据不符合信用证要求而致使甲方遭受拒付且经甲方函件催告仍未改正时，乙方应赔偿甲方损失。,,,合同未提及,,无,无上限,,,2020-04-14T08:31:39.0000000+00:00,2021-11-06T04:56:40Z,,,,,,,,,,,,,,
10f305b1-9d65-4cb0-b819-a6f95b9f6e3f,玛氏食品（中国）有限公司,,,,,,,,,,,,,,,,,,,,,,,
玛氏箭牌糖果（中国）有限公司,,,,,,,,,,,,,,,,,,,,,,,,
,Warehousing,24.0,264270000,2020-02-29T16:00:00Z,2022-02-27T16:00:00Z,Mainland China,,Hongjing Liu,,,,Legal Concerns：,,,,,,,,,,,,
1. 合同中未提及在合同终止或期满时客户会赔偿冗员费用，以及合同期满的补偿未约定。,,,,,,,,,,,,,,,,,,,,,,,,
2. 合同未约定若客户迟延或拒绝付款，我们可以暂停提供服务。,,,,,,,,,,,,,,,,,,,,,,,,
3. 合同中要求我们放弃对货物的留置权。,,,,,,,,,,,,,,,,,,,,,,,,
4. 补充协议的签约主体请核实确保与主协议一致。,,,,,,,,,,,,,,,,,,,,,,,,
5. 补充协议的金额以及支付方式请BG留意确认。,,,,,,,,,,,,,,,,,,,,,,,,
RM Comments:,,,,,,,,,,,,,,,,,,,,,,,,
不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a) SF DSC的物流责任保险不赔偿存货盘点损失和/或神秘失踪。,,,,,,,,,,,,,,,,,,,,,,,,
b) SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c) SF DSC的保险不赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d) SF DSC的保险不赔偿违反廉洁诚信/反贪污受贿义务的责任。,"举例：如果乙方的服务水平未达到物流服务关键衡量指标（KPI），如不合符玛氏质量储运操作规范而造成的重大质量事故，包括但不限于仓库原因导致食品安全问题、仓库原因直接导致一拍以上产品发生扣留并按照玛氏PRIMP要求定级为serious以上等，乙方需支付每次5,000人民币的赔偿。",,,合同中未提及,合同中未提及客户无理由单方终止的情形,甲方有权（任何十二个月期间不超过一次）对乙方的账簿、记录和账目进行审计。,"乙方的赔偿责任，每个索赔或系列索赔额不得超过RMB 1,000,000元，且双方进一步明确并同意，在任何情况下，乙方在本协议项下合同期的每一年向甲方提供的服务全年累计赔偿合计不超过RMB 8,000,000元。",,合同中未提及客户无理由单方终止的情形,2020-04-15T01:37:49.0000000+00:00,2021-11-06T04:56:41Z,,,,,,,,,,,,,
d9b7133b-0551-4e10-9a15-0d315a986ac9,征者国际贸易（厦门）有限公司,"Value-added service,Transportation,Warehousing",12.0,264270000,2019-08-31T16:00:00Z,2020-08-31T16:00:00Z,Mainland China,,Stella Sun SY,Bessie Huang,Rick Gong,"ZHENZSHDQS,ZHENZSHTRD",不适用,3.5	因卖方过错导致本协议项下购销事宜不能履行、不能完全履行、延迟履行或履行不符合约定的，买方有权向卖方收取该次购销业务货款的0.02%作为违约金，违约金不足以弥补买方损失的，卖方应予以赔偿。同时，买方有权决定本协议项下的购销事宜是否继续履行。,,,,,,,,,,
9.4.5因卖方过错导致本协议项下购销事宜不能履行、不能完全履行、延迟履行或履行不符合约定的，买方有权解除本协议，卖方应承担买方因此产生的损失（包括本合同约定的违约金）。,,,无,不适用,无,无上限,,不适用,2020-04-15T03:11:59.0000000+00:00,2021-11-06T04:56:41Z,,,,,,,,,,,,,,
23e49b46-238a-46f6-b8a1-ef6e96129b66,瑞幸咖啡（中国）有限公司,"Transportation,Warehousing",12.0,264270000,2020-01-01T00:00:00Z,2020-12-31T00:00:00Z,Mainland China,,Hongjing Liu,,,"16433102419132,",,,,,,,,,,,2020-04-15T03:18:54.0000000+00:00,2021-11-06T04:56:42Z
4dacf606-077f-ea11-a811-000d3a85408a,,Transportation,12.0,264270000,2020-02-17T00:00:00Z,2021-02-16T00:00:00Z,Mainland China,,Yajing Xi,Huifeng Zhou,Michelle Ye,WABCOQDTRD,,,,,,,,,,,2020-04-15T10:51:17.0000000+00:00,2021-11-06T04:56:43Z
a74e7557-087f-ea11-a811-000d3a85408a,,Transportation,12.0,264270000,2020-04-02T00:00:00Z,2021-04-01T00:00:00Z,main,,,,Michelle Ye,,,,,,,,,,,,2020-04-15T11:00:49.0000000+00:00,2021-11-06T04:56:43Z
3c7fdc20-d282-ea11-a811-000d3a85408a,ASML (Shanghai) Electrical Equipment Company Limited,Warehousing,12.0,264270000,2021-01-01T00:00:00Z,2021-12-31T00:00:00Z,Mainland China,",",Yajing Xi,Huifeng Zhou,Michelle Ye,ASMLXSHZCS,法务：,,,,,,,,,,,
该上海仓补充协议是为了明确上海仓合同于今年十二月到期后续约一年，价格不变。其他条款参照ASML、DHL和SF DSC新签订的三方主协议以及上海仓原来的Addendum执行。,,,,,,,,,,,,,,,,,,,,,,,,
风险管理部：此续约协议未对原主协议中有关保险及赔偿的部分作出修改，参考主协议给出意见如下：,,,,,,,,,,,,,,,,,,,,,,,,
1、赔偿计价基础：合同未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。,,,,,,,,,,,,,,,,,,,,,,,,
2、不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a) SF DSC的物流责任保险不赔偿存货盘点损失和/或神秘失踪。,,,,,,,,,,,,,,,,,,,,,,,,
b) SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c) SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d) SF DSC没有保险可以赔偿违反知识产权义务的责任。,No,,,"19.1	Parties agree and acknowledge that all copyright, know-how and other intellectual property rights arising in any Confidential Information vests in and shall remain vested in the disclosing party and it shall have no rights in any of the same and that the provision of such Confidential Information shall not create in favor of the recipient party any rights of ownership therein or license save as expressly set out otherwise in this Agreement.",,,,,,,,,,,,,,,,,,,,
"19.2	Nothing in this Agreement grants any party any rights to use the other party’s trademarks or trade names, directly or indirectly, in connection with any product, service, promotion or publication.",,,,,,,,,,,,,,,,,,,,,,,,
,,ASML reserves the right to have suppiler's records inspected and audited by an independent auditor to ensure compliance with this agreement,"Any liability on the part of either Party for direct damages is limited to a maximum of EUR 200,000.00 per case. and the maximum aggregated 8 cases per Contract Year.",,"ASML may terminate this Agreement unilaterally (a) for convenience, by giving a 90 days written notice to Supplier, ASML will pay back supplier the outstanding investment under mutual agreement (b) in case of any development project or milestone deliverables, if the results of a project or any milestone deliverables by Supplier raise reasonable doubts as aregards the viability of the project or any other deliverables, by giving a 90 days written notice to Supplier. (cl. 23.5)",2020-04-20T06:42:41.0000000+00:00,2021-11-06T04:56:44Z,,,,,,,,,,,,,,,,,
cb53960c-dbe3-4649-8edb-c59e0371bc71,华为终端有限公司,"Transportation,Warehousing",10.0,264270000,2021-04-01T00:00:00Z,2022-01-31T00:00:00Z,Mainland China,,Yajing Xi,Huifeng Zhou,Michelle Ye,HUAWEDGTRD,法务：本协议为续约，主要是商务条款变化，法律条款与原协议一致。,,,,,,,,,,,
风险管理部：本协议赔偿及保险条款适用原协议，参考原协议内容提示如下：,,,,,,,,,,,,,,,,,,,,,,,,
1、赔偿计价基础：合同中未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。,,,,,,,,,,,,,,,,,,,,,,,,
2、理赔要求：合同4.7 (2) (i) 条约定“供应商应在华为提交保险理赔请求后【五（5）】个工作日内向华为提供所有有关的证明文件”，提交理赔文件的时限过短。因为SF DSC无法确保在“5工作日之内”一定可以拿到某些需要由政府主管部门出具的文件。,,,,,,,,,,,,,,,,,,,,,,,,
3、不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a）SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
b）SF DSC没有保险可以赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
c）SF DSC没有保险可以赔偿违反知识产权义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d）SF DSC没有保险可以赔偿违反廉洁诚信/反贪污受贿义务的责任。,"1. KPI penalty: When KPI is failed at Grade C, the penalty is 1% of monthly invoice, when KPI is failed at Grade D, penalty is 2% of monthly invoice. ",,,,,,,,,,,,,,,,,,,,,,,
"2. Audit penalty: if there is violation of 5s/8s or operation SOP, there is penalty from RMB100 to RMB5000 as per checklist standard.",,,,,,,,,,,,,,,,,,,,,,,,
"3. if there is insurance incident, there will be penalty of 20% of cargo value but with a CAP of 2% of invoice value",,,,,,,,,,,,,,,,,,,,,,,,
,,"Yes, RMB25K for E6 GPS equipment",No,not applicable,None,"RMB5,000,000 per incident, RMB15,500,000 per year",,"No, as there is no perm staff, outsourcing staff's redundancy is absorb by agent.",2020-04-20T08:24:07.0000000+00:00,2021-11-06T04:56:45Z,,,,,,,,,,,,,,
b413c32a-bd90-4e15-ae23-0197593e312e,艾万拓威达优尔国际贸易（上海）有限公司,Transportation,12.0,264270000,2020-04-30T16:00:00Z,2021-04-29T16:00:00Z,Mainland China,,Stella Sun SY,Eva Gao,Jasmine Tan2,,Legal Concerns：,,,,,,,,,,,
1. 请留意该合同有自动续约条款。,,,,,,,,,,,,,,,,,,,,,,,,
2. 请留意合同约定了供应商需要具备履行双方约定的服务内容的所有相关资质，否则承担因此给客户带来的一切损失。,,,,,,,,,,,,,,,,,,,,,,,,
3. 请留意合同删除了客户对“资源投入减少”的补偿条款。,,,,,,,,,,,,,,,,,,,,,,,,
4. 请留意合同的争议解决方式为仲裁，或有一裁终局的局限性。,,,,,,,,,,,,,,,,,,,,,,,,
RM Comments:,,,,,,,,,,,,,,,,,,,,,,,,
1、赔偿责任：由于合同约定的赔偿责任上限在SF DSC物流责任保险的免赔额以下，所有的赔偿将由分承包商和/或BG的P&L自行承担。,,,,,,,,,,,,,,,,,,,,,,,,
2、保险要求：报价中提及“货物保险：报价不含运输保险，如需保价运输，费率为千分之三”，即客户可以委托SF DSC代为安排货物运输保险。,,,,,,,,,,,,,,,,,,,,,,,,
3、不可保风险：SF DSC的保险不赔偿违反保密义务的责任。,供应商具备履行双方约定的服务内容的所有相关资质，否则承担因此给客户带来的损失。赔付限额遵从5.2.1条款中约定。,,客户应立刻向供应商支付：,客户同意，与供应商的商标、商号或其他知识产权（“知识产权”）相关的所有权利、所有权和利益均属于供应商所有。本协议并不授予客户与商誉、名誉或其他知识产权相关的任何权益。客户无论何时均不应从事任何有损于供应商知识产权效力的行为。,90日,None,供应商就其于本协议项下提供国内运输服务过程中造成的货物丢失和/或破损而向客户承担的赔偿责任应遵照适用的法律法规的规定。若没有法定的责任限制，供应商的赔偿责任应不超过受损、丢失货物毛重每公斤RMB 30元，单次赔偿金额不超过该笔订单运费金额的9倍，且全年累计赔偿总额最高不超过5万元人民币 ,,客户应立刻向供应商支付：(a) 冗员安置的成本、未折旧完的专项资产或资源费用；(b) 供应商因其所作出的租赁承诺而需支付的费用（包括继续履行需支付的费用或提前解约赔偿金、恢复原状费用和拆卸费用）；(c) 在本协议终止前供应商作出任何承诺而需要在协议终止后继续支付的合理成本及费用；(d) 在操作过渡或交接期间供应商继续承担的合理成本及费用；以及(e) 若本协议是由客户根据第7.1款提前终止或由供应商作为第一方根据本协议第7.2款提前终止的，客户还应补偿供应商在本协议未被提前终止的情况下在协议剩余期间内本可获得的利润。,2020-04-20T08:59:55.0000000+00:00,2020-10-13T06:31:43Z,,,,,,,,,,,,,
0a22b5bd-e2d5-4ac5-940f-ab907db9b3ca,新百伦贸易（中国）有限公司,Transportation,12.0,264270000,2020-05-14T16:00:00Z,2021-05-30T16:00:00Z,Mainland China,,Yajing Xi,Eva Gao,Stacie Zhang,,法务：客户不同意约定我司赔偿责任限额，无论单次还是年度。另外，货损的赔偿价格系商品吊牌价格的50%，法务提示该吊牌价格掌握的客户手里，无法确定唯一性。,,,,,,,,,,,
风险管理部：,,,,,,,,,,,,,,,,,,,,,,,,
1、赔偿责任限额：合同中未约定赔偿上限，即SF DSC对货物损失须承担全额赔偿责任。,,,,,,,,,,,,,,,,,,,,,,,,
2、不可保风险：SF DSC的保险不赔偿违反保密义务的责任。,未约定,,,双方同意在本协议履行中，任何一方有可能接触到另一方的商业秘密、商业和财务计划、战略、技术秘密和其他商业信息（“保密信息”）。任何一方同意始终对接收到的保密信息保密，并且从接收保密信息之日起，不得直接或间接地泄露保密信息，或允许将保密信息披露给任何他方，或为自身利益使用保密信息，或使用保密信息以损害另一方的利益，除非：(i) 根据法律的要求而进行的披露；(ii) 该保密信息不是由于一方违反本协议披露或使用而已经被公开；(iii) 经另一方书面授权而进行的披露；。,,,,,,,,,,,,,,,,,,,,
,任何一方经提前三个月书面通知对方可随时解除本合同而无需承担违约责任。,no,未约定,,不适用,2020-04-20T09:53:36.0000000+00:00,2021-11-06T04:56:46Z,,,,,,,,,,,,,,,,,
bce45319-f082-ea11-a811-000d3a851174,,Transportation,12.0,264270000,2019-10-01T00:00:00Z,2020-09-30T00:00:00Z,Mainland China,,Joy Jiang,,,,,,,,,,,,,,2020-04-20T10:17:13.0000000+00:00,2021-11-06T04:56:46Z
e1d72360-96e1-43b2-ae8c-45839dfdd1d7,潍坊京为高科电子科技有限公司,Transportation,12.0,264270000,2019-09-30T16:00:00Z,2020-09-29T16:00:00Z,Mainland China,,Joy Jiang,Huifeng Zhou,Fan Zou,GOERTSHTRT,法务总的建议是与歌尔集团签订的框架条款保持一致，不使条款变差。现有差异请见第77点。,,,,,,,,,,,
另外，请注意以下：,,,,,,,,,,,,,,,,,,,,,,,,
1、在任何情形下，甲方与甲方各关联公司各自独立承担本合同下或其它相关协议下的任何义务或责任。请注意各关联公司资信情况。,,,,,,,,,,,,,,,,,,,,,,,,
2、间接损失未排除（原框架有排除），货损货差及总的赔偿无上限。,,,,,,,,,,,,,,,,,,,,,,,,
3、在任何情况下，无留置甲方货物和单据的权利。,,,,,,,,,,,,,,,,,,,,,,,,
4、请BG在实际履行中注意不招揽义务。违反将导致至少20万的违约金。,,,,,,,,,,,,,,,,,,,,,,,,
5、请BG注意到期无异议自动续约一年，续约以一次为限。如有价格变动，请提前3个月提出异议。,,,,,,,,,,,,,,,,,,,,,,,,
风险管理部意见：,,,,,,,,,,,,,,,,,,,,,,,,
1、赔偿责任限额：服务合同中未约定赔偿责任上限，即SF DSC对货物损失须承担全额赔偿责任。,,,,,,,,,,,,,,,,,,,,,,,,
2、赔偿计价基础：服务合同中未明确约定货物损失赔偿的计价基础，所以在将来处理索赔的时候可能会引起不必要的争议。,,,,,,,,,,,,,,,,,,,,,,,,
3、保险要求：合同条款3.6中“乙方代为投保货物运输保险”与条款6.1中“甲方会对甲方货物购买保险”矛盾。,,,,,,,,,,,,,,,,,,,,,,,,
4、理赔要求：“甲方货损货差实际损失以双方认可的第三方公估公司出具的定损报告为准，费用由乙方承担”要求不合理。,,,,,,,,,,,,,,,,,,,,,,,,
5、不可保风险：,,,,,,,,,,,,,,,,,,,,,,,,
a) SF DSC的物流责任保险不赔偿间接损失。,,,,,,,,,,,,,,,,,,,,,,,,
b) SF DSC的物流责任保险不赔偿违约金和/或KPI罚金。,,,,,,,,,,,,,,,,,,,,,,,,
c) SF DSC的保险不赔偿违反保密义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
d) SF DSC的保险不赔偿违反知识产权义务的责任。,,,,,,,,,,,,,,,,,,,,,,,,
e) SF DSC的保险不赔偿违反廉洁诚信/反贪污受贿义务的责任。,乙方因货损货差导致甲方或甲方客户停工停线损失以及KPI处罚，年度赔付限额为人民币60万元。,,,《保密协议》：非为履行本协议之必要或双方事先约定，本协议未对乙方授予任何知识产权。,90天,甲方及甲方的审计人员有权定期或不定期对乙方提交的结算单据进行审计。审计限于一年一次，被审计的范围限于乙方在本合同项下为甲方提供运输及相关服务发生的费用，甲方有权在得到乙方确认后追还乙方多收费用。,无，仅对货损货差导致的停工停线及KPI有上限60万：“6.3 乙方因货损货差导致甲方或甲方客户停工停线损失以及KPI处罚，年度赔付限额为人民币60万元。”,,否,2020-04-20T10:21:38.0000000+00:00,2021-08-26T07:07:30Z,,,,,,,,,,,,,
c286c4e7-f182-ea11-a811-000d3a851174,无锡威孚高科技集团股份有限公司,Transportation,12.0,264270000,2021-04-19T00:00:00Z,2022-04-18T00:00:00Z,Mainland China,,Joy Jiang,Huifeng Zhou,Fan Zou,,法务：单个协议续约，条款未作修改。,,,,,,,,,,,
风险意见：,,,,,,,,,,,,,,,,,,,,,,,,
关于框架协议请参考之前BCA意见,,,,,,,,,,,,,,,,,,,,,,,,
"关于单个协议仅提示：对于由于延迟运达导致的客户损失（包括直接损失和间接损失）及违约金/罚款，SF DSC的物流责任险不能赔偿间接损失和违约金/罚款部分，只能针对造成客户的直接损失，且最多只能承担到每次事故及累计CNY 11,000,000。",10.3	服务提供方于单个协议项下迟延交付货物的，应当每日按照迟延交付货物标的总金额0.5%的标准向威孚支付违约金，但是按此计算的违约金最高不应超过迟延交付货物标的总金额的10%。,延迟交付的 每日按照货物金额的0.5%支付违约金，最高不超过货物总金额的10%；发生货损货物灭失的，单次最高赔付80万，全年累计赔偿限额80万；其他情况下的赔偿单次最高80万，全年累计80万。,12.2.2	如服务提供方有证据证明，威孚连续两个月或两个月以上迟延支付物流服务费且在服务提供方书面要求改正后仍未改正的，或者违反合同约定的保密情形，且在服务提供方书面要求改正后仍未改正的，服务提供方有权解除合同，合同自服务提供方通知到达威孚在合同中列明的注册地址或者邮件地址时立即解除。服务提供方解除合同的，不影响服务方按照相关合同约定以及法律规定要求威孚承担其他违约责任的权利；12.2.4	本框架协议和/或单个协议的有效期届满或提前解除后的15日内，威孚应向服务提供方支付： （1）合同期满或终止日前已产生的应支付给服务提供方的款项； （2）在操作过渡或交接期间服务提供方继续承担的合理成本及费用，但因服务提供方违约导致合同解除的情形除外。,10.5	合作期间，双方应保守对方的商业秘密，包括（但不限于）商业信息、技术、公司政策、价格、客户名录、货物情况等。任何一方如违反本条款在未经对方事先书面同意的情况下向第三方透露对方的相关秘密并给对方造成损失的，由违约方承担相关法律责任，并赔偿因此给对方造成的损失。,,无,10.3	服务提供方于单个协议项下迟延交付货物的，应当每日按照迟延交付货物标的总金额0.5%的标准向威孚支付违约金，但是按此计算的违约金最高不应超过迟延交付货物标的总金额的10%。除本条前述约定的迟延交货情形和上述第10.2条约定的情形外，服务提供方在其他情形下于每个索赔项下所承担的赔偿责任不超过80万元人民币，且服务提供方全年的赔偿总额累计不超过80万元人民币。,未约定,没有资源投入,2020-04-20T10:30:08.0000000+00:00,2021-11-06T04:56:47Z,,,,,,,,,,,,,
1ee11215-f482-ea11-a811-000d3a851174,无锡威孚汽车柴油系统有限公司,Transportation,36.0,264270000,2017-04-18T16:00:00Z,2020-04-18T16:00:00Z,Mainland China,,Yajing Xi,Nancy Zhong,Stacie Zhang,,,,,,,,,,,,2020-04-20T10:45:52.0000000+00:00,2021-11-06T04:56:48Z
a9f0d26d-f882-ea11-a811-000d3a851174,宁波威孚天力增压技术股份有限公司,Transportation,36.0,264270000,2019-04-18T16:00:00Z,2022-04-18T16:00:00Z,Mainland China,,Yajing Xi,Huifeng Zhou,Michelle Ye,WEIFTNBWHS,,,,,,,,,,,2020-04-20T11:16:52.0000000+00:00,2021-11-06T04:56:48Z
540301af-6e83-ea11-a811-000d3a851174,东软医疗系统股份有限公司,"Value-added service,Transportation,Warehousing",12.0,264270000,2020-02-27T16:00:00Z,2021-02-26T16:00:00Z,Mainland China,,Yajing Xi,Nancy Zhong,Lareina Cheng,"NEUSMBJTRD, NEUSMBJXWS, NEUSMGHD1S",1、增加了赔偿责任限额，如下：,,,,,,,,,,,
3.1	乙方就其于本协议项下提供仓储服务过程中造成的货物丢失和/或破损而向客户承担的赔偿责任应不超过每个索赔或系列索赔项下人民币伍万元，且全年累计赔偿总额最高不超过人民币壹佰万元整；,,,,,,,,,,,,,,,,,,,,,,,,
3.2	乙方就其于本协议项下提供国内运输服务过程中造成的货物丢失和/或破损而向客户承担的赔偿责任应遵照适用的法律法规的规定。若没有法定的责任限制，乙方的赔偿责任应不超过受损、丢失货物毛重每公斤USD5.00，且全年累计赔偿总额最高不超过人民币壹佰万元整；,,,,,,,,,,,,,,,,,,,,,,,,
3.3	在其他任何情况下（包括仓库中无法解释的货物丢失和／或破损），乙方全年的赔偿总额累计不超过 人民币壹佰万元整；,,,,,,,,,,,,,,,,,,,,,,,,
2、排除间接损失,,,,,,,,,,,,,,,,,,,,,,,,
3、无理由提前解约通知期从原来180天变更为一个月。,No,,(a) SF DHL因其所作出的租赁承诺而需支付的合理费用（包括继续履行需支付的费用或提前解约赔偿金、恢复原状费用和拆卸费用）； (b) 在本协议终止前SF DHL作出任何承诺而需要在协议终止后继续支付的合理成本及费用； (c) 在操作过渡或交接期间SF DHL继续承担的合理成本及费用。 ,客户同意，与SF DHL的商标、商号或其他知识产权（“知识产权”）相关的所有权利、所有权和利益均属于SF DHL所有。本协议并不授予客户与商誉、名誉或其他知识产权相关的任何权益。客户无论何时均不应从事任何有损于SF DHL知识产权效力的行为。 ,,,,,,,,,,,,,,,,,,,,
,30,No,,,,,,,,,,,,,,,,,,,,,,
,,,No,2020-04-21T01:23:24.0000000+00:00,2021-11-06T04:56:49Z,,,,,,,,,,,,,,,,,,,
c4c94941-9083-ea11-a811-000d3a851174,"Schneider Electric (China) Co., Ltd.",Other service,36.0,264270000,2020-07-31T16:00:00Z,2023-07-30T16:00:00Z,Mainland China,,Yajing Xi,Huifeng Zhou,Michelle Ye,," Schneider refused to add the item “Party B shall in no case be liable for any loss of profit, loss of sales, loss of market, loss of goodwill or reputation, third party claims, incidental or special damages or indirect or consequential loss of any kind” .",NO,,Not mentioned,"1.8.	“Intellectual Property Rights” shall mean all and any rights in issued patents and patent applications, rights to inventions, utility models, copyright and related rights, trademarks, service marks, trade, business and domain names, rights in trade dress or get-up, rights in goodwill or to sue for passing off or unfair competition rights, rights in designs, rights in computer software, database right, topography rights, moral rights, rights in confidential information (including know-how and trade secrets) and any other intellectual property rights, in each case whether registered or unregistered and including all applications for and renewals or extensions of such rights, and all similar or equivalent rights or forms of protection in any part of the world.",,YES,0,,Not mentioned,2020-04-21T05:23:43.0000000+00:00,2020-10-13T06:25:13Z
3cfe573d-9d83-ea11-a811-000d3a851174,O Grupo Swatch (Macau) Limited,"Transportation,Warehousing",15.23,264270000,2020-09-24T00:00:00Z,2021-12-30T16:00:00Z,Hongkong,,Michelle Tsui,Michelle Hsu,William Tsao,SWAT1MAC2T,RM Comments：,,,,,,,,,,,
1、Liability Limits：,,,,,,,,,,,,,,,,,,,,,,,,
"Liability Limit falls below SF DSC's Logistics Liability Insurance deductible, so all claims will go to Subcontractor(s) &/or BG's P&L directly.",,,,,,,,,,,,,,,,,,,,,,,,
2、Uninsurable Risks:,,,,,,,,,,,,,,,,,,,,,,,,
