dwd_dsc_d365_opportunity_df.opportunity_number,dwd_dsc_d365_opportunity_df.opportunity_name,dwd_dsc_d365_opportunity_df.account_id,dwd_dsc_d365_opportunity_df.account_name_en,dwd_dsc_d365_opportunity_df.account_name_cn,dwd_dsc_d365_opportunity_df.actual_close_date,dwd_dsc_d365_opportunity_df.annual_average_gross_profit_base,dwd_dsc_d365_opportunity_df.annual_average_gross_profit,dwd_dsc_d365_opportunity_df.annual_average_revenue_base,dwd_dsc_d365_opportunity_df.annual_average_revenue,dwd_dsc_d365_opportunity_df.bca_ref_number,dwd_dsc_d365_opportunity_df.bca_status,dwd_dsc_d365_opportunity_df.bg,dwd_dsc_d365_opportunity_df.commission,dwd_dsc_d365_opportunity_df.contract_end_date,dwd_dsc_d365_opportunity_df.contract_renewal_date,dwd_dsc_d365_opportunity_df.contract_termin_month,dwd_dsc_d365_opportunity_df.contract_term,dwd_dsc_d365_opportunity_df.expected_gain_date,dwd_dsc_d365_opportunity_df.expected_golive_date,dwd_dsc_d365_opportunity_df.gp_prior_year_total,dwd_dsc_d365_opportunity_df.is_proj_mgmt_required,dwd_dsc_d365_opportunity_df.milestone,dwd_dsc_d365_opportunity_df.next_renewal_date,dwd_dsc_d365_opportunity_df.operating_golive_date,dwd_dsc_d365_opportunity_df.opportunity_category,dwd_dsc_d365_opportunity_df.opportunity_creator,dwd_dsc_d365_opportunity_df.opportunity_record,dwd_dsc_d365_opportunity_df.reference_number,dwd_dsc_d365_opportunity_df.opportunity_type,dwd_dsc_d365_opportunity_df.pm_name,dwd_dsc_d365_opportunity_df.product1,dwd_dsc_d365_opportunity_df.product2,dwd_dsc_d365_opportunity_df.product3,dwd_dsc_d365_opportunity_df.product4,dwd_dsc_d365_opportunity_df.cancel_reason,dwd_dsc_d365_opportunity_df.loss_reason,dwd_dsc_d365_opportunity_df.revenue_prior_year_total,dwd_dsc_d365_opportunity_df.salesperson1_pct,dwd_dsc_d365_opportunity_df.salesperson2_pct,dwd_dsc_d365_opportunity_df.salesperson3_pct,dwd_dsc_d365_opportunity_df.salesperson4_pct,dwd_dsc_d365_opportunity_df.salesperson5_pct,dwd_dsc_d365_opportunity_df.salesperson6_pct,dwd_dsc_d365_opportunity_df.salesperson1,dwd_dsc_d365_opportunity_df.salesperson2,dwd_dsc_d365_opportunity_df.salesperson3,dwd_dsc_d365_opportunity_df.salesperson4,dwd_dsc_d365_opportunity_df.salesperson5,dwd_dsc_d365_opportunity_df.salesperson6,dwd_dsc_d365_opportunity_df.sector,dwd_dsc_d365_opportunity_df.subsector,dwd_dsc_d365_opportunity_df.situation_update_next_steps,dwd_dsc_d365_opportunity_df.situation_updated_time,dwd_dsc_d365_opportunity_df.strategic_project,dwd_dsc_d365_opportunity_df.terminate_effective_date,dwd_dsc_d365_opportunity_df.territory,dwd_dsc_d365_opportunity_df.contract_value,dwd_dsc_d365_opportunity_df.currency,dwd_dsc_d365_opportunity_df.description,dwd_dsc_d365_opportunity_df.createdon,dwd_dsc_d365_opportunity_df.modifiedon,dwd_dsc_d365_opportunity_df.bca_approval_date,dwd_dsc_d365_opportunity_df.src_inc_day,dwd_dsc_d365_opportunity_df.contract_signing_approvedon,dwd_dsc_d365_opportunity_df.compliance,dwd_dsc_d365_opportunity_df.non_compliance_reason,dwd_dsc_d365_opportunity_df.fivem_customer
Z002700,DSC CN A330 Cabin Completion Ctr Logistics,c7f7fd3a-8351-4744-96b1-8ad3a0e44e8d,Airbus,空中客车,2020-01-15T00:00:00,0.0,0.0,0.0,0.0,,,,FALSE,,,,,2016-09-29T16:00:00Z,,,False,Closed-Canceled,,,,Xiaoyu Xu,New Business,245020,New from Existing,,,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,duplicate pipeline created,,,,China,,CNY,MANUFACTURING LOGISTICS,2020-01-12T09:26:31.0000000+00:00,2021-09-23T13:06:27Z,,20211017.0,,Y,,Not 5M
Z004520,Extension of overflow hub,42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-01-17T00:00:00,6.88,8.6,6.88,8.6,BCA-8RR57N,Fully Approved,HK,FALSE,,2012-02-29T16:00:00Z,1.0,1.0,2012-02-27T16:00:00Z,,,False,Contract Signed,2012-03-31T16:00:00Z,,,Xiaoyu Xu,,8RR57N,Renewal,,,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,Contract signed Customer will terminate the contract in 31st March 2012 Renewal period changes from 10 months to 1 month Change paper attached,,,,Hongkong,,HKD,Extension for storing landing gear,2020-01-16T03:19:21.0000000+00:00,2021-09-23T13:33:39Z,,20211017.0,,Y,,Not 5M
Z003176,Continental Tires_DSC_East China RDC,fa3ea1d3-d1a8-4759-9542-8241c36817f0,Honeywell Corporate,霍尼韦尔,2020-01-15T00:00:00,3080.0,3080.0,,,,,,FALSE,,,,,2018-12-30T16:00:00Z,,0.0,False,Closed-Canceled,,,,Xiaoyu Xu,New Business,279632,New from New,,,,,,,,0.0,100.0,,,,,,Bruce Wu (SF-DHL CN),,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,,China,,CNY,Honeywell corporate,2020-01-12T09:36:07.0000000+00:00,2021-09-23T13:13:45Z,,20211017.0,,Y,,5M
Z004565,Overflow Storage,42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-01-17T00:00:00,116.96,146.2,756.8000000000001,946.0,BCA-8Y99TG,Fully Approved,HK,FALSE,,,3.0,3.0,2012-09-30T16:00:00Z,2012-09-30T16:00:00Z,,False,Contract Signed,,2012-09-30T16:00:00Z,,Xiaoyu Xu,,8Y99TG,New from New,,,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,verbal customer commitment received,,,,Hongkong,,HKD,Provide overflow storage service,2020-01-16T03:20:16.0000000+00:00,2021-09-23T13:34:28Z,,20211017.0,,Y,,Not 5M
Z003487,HS SPL,4ebdc069-640f-4a03-97d2-ca06661efb0e,Raytheon Technologies,雷神技术公司,2020-01-15T00:00:00,156.0,20.0,780.0,100.0,,,,FALSE,,,36.0,36.0,2012-09-19T16:00:00Z,2012-09-27T16:00:00Z,,False,Closed-Lost,,2012-09-27T16:00:00Z,,Xiaoyu Xu,,8PJAF5,New from New,,,,,,,Benchmarking exercise,,,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,HS will set up 250sqm bonded/ non bonded DC for air line customs in china. go live will be in April 2012.,,,,China,,EUR,Hamilton Sundstrand is subsidiary of United Technologies will set up 250sqm bonded/non bound DC in Shanghai.,2020-01-12T09:42:25.0000000+00:00,2021-09-23T13:18:57Z,,20211017.0,,Y,,Not 5M
Z004810,CX Documents,1eea207a-aae0-4cf3-a852-47a162d04ce6,Cathay Pacific Airways,国泰航空,2020-01-16T00:00:00,135.712,169.64,875.5600000000001,1094.45,,,HK,FALSE,,,24.0,24.0,2017-06-25T16:00:00Z,2017-05-31T16:00:00Z,,False,Closed-Canceled,,2017-05-31T16:00:00Z,,Xiaoyu Xu,New Business,271405,New from Existing,,Warehousing,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,verbal award by customer,,,,Hongkong,,HKD,CX Documents storage and handling,2020-01-16T03:24:52.0000000+00:00,2021-09-23T13:39:33Z,,20211017.0,,Y,,5M
Z004428,CPCS Global Wine Logistics Programme,40d6ec46-1078-49ca-bc1e-b59d3f3e144e,Cathay Pacific Catering Services,国泰航空 饮食服务,2020-04-23T00:00:00,2270.88,2838.6,15139.2,18924.0,,,HK,FALSE,,,36.0,36.0,2019-01-30T16:00:00Z,2019-02-27T16:00:00Z,,False,Closed-Lost,,2019-02-27T16:00:00Z,,AlvinSC Chan,New Business,285439,New from New,,Warehousing,Transportation,,,,SFDHL not competitive - cost base,,100.0,,,,,,AlvinSC Chan (SF-DHL HK),,,,,,Engineering & Manufacturing,Aerospace & aviation,The first proposal has been presented to CPCS now is refining it especially the IT solution part,2018-08-29T16:00:00Z,,,Hongkong,,HKD,This programme is to support the supply chain flow of wines for Cathay Pacific's fleet and its worldwide lounges.,2020-01-16T03:17:18.0000000+00:00,2021-09-23T13:32:35Z,,20211017.0,,Y,,Not 5M
Z005478,Renew_Service Agreement for Provision of Local Delivery Services for HAECO (HX-100455),42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-03-30T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,,,2019-06-29T16:00:00Z,2019-06-30T16:00:00Z,,False,Closed-Lost,,,,WilliamWY Lee,Straightforward Renewals,,Renewal,,Transportation,,,,,SFDHL not competitive - cost base,,100.0,,,,,,WilliamWY Lee (SF-DHL HK),,,,,,Engineering & Manufacturing,Aerospace & aviation,Operation ceased. Working on system archive,2020-03-29T17:57:44Z,,,Hongkong,0.0,HKD,,2020-03-17T09:30:46.0000000+00:00,2021-09-23T13:47:26Z,,20211017.0,,Y,,Not 5M
Z009661,CX Offsite Warehouse Relocation,1eea207a-aae0-4cf3-a852-47a162d04ce6,Cathay Pacific Airways,国泰航空,2021-05-27T00:00:00,,,,,,,HK,FALSE,,,,,2021-08-31T16:00:00Z,2021-10-31T16:00:00Z,,False,Closed-Canceled,,,470000.0,WilliamWY Lee,Change Renewals,,New from Existing,,,,,,No opportunity defined,,,100.0,,,,,,CHAN Ho Lam (Gary),,,,,,Engineering & Manufacturing,Aerospace & aviation,,,False,,Hongkong,,CNY,,2021-05-26T07:11:18.0000000+00:00,2021-08-27T09:39:10Z,,20211017.0,,Y,,5M
Z002289,Renewal of DHL Logistics Service A - C1103515,199bdc5a-53d3-4a2d-81a5-dda328a3400f,Sichuan Airlines,四川航空,2020-01-15T00:00:00,-157.85,-157.85,76.64,76.64,,,,FALSE,2017-12-30T16:00:00Z,,0.0,0.0,2017-12-29T16:00:00Z,2017-02-28T16:00:00Z,0.0,False,Closed-Lost,,2017-02-28T16:00:00Z,,Xiaoyu Xu,Change Renewals,246043,Renewal,,,,,,,Insufficient relationship/access to decision markers,0.0,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,2017-02-28T16:00:00Z,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T09:18:26.0000000+00:00,2021-09-23T12:58:32Z,,20211017.0,,Y,,Not 5M
Z004788,CX Documents,1eea207a-aae0-4cf3-a852-47a162d04ce6,Cathay Pacific Airways,国泰航空,2020-01-16T00:00:00,55.6,69.5,539.6,674.5,,,HK,FALSE,,,24.0,24.0,2017-06-18T16:00:00Z,2017-06-30T16:00:00Z,,False,Closed-Lost,,2017-06-30T16:00:00Z,,Xiaoyu Xu,New Business,271734,New from Existing,,Warehousing,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,Verbally awarded by customer,,,,Hongkong,,HKD,CX Overflow storage and handling,2020-01-16T03:24:29.0000000+00:00,2021-09-23T13:39:07Z,,20211017.0,,Y,,5M
Z006750,Renew_Service Agreement for Provision of Local Delivery Services for HAECO (HX-100455),42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-08-17T00:00:00,63.288000000000004,79.11,666.8720000000001,833.59,,,HK,FALSE,2020-06-29T16:00:00Z,2020-06-30T16:00:00Z,12.0,12.0,2020-06-29T16:00:00Z,2019-06-30T16:00:00Z,79.11,False,Closed-Lost,2020-06-30T16:00:00Z,,,WilliamWY Lee,Straightforward Renewals,,Renewal,,Transportation,,,,,SFDHL not competitive - cost base,833.58,100.0,,,,,,WilliamWY Lee (SF-DHL HK),,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,2019-06-30T16:00:00Z,Hongkong,0.0,HKD,,2020-04-21T04:30:14.0000000+00:00,2021-08-22T04:27:36Z,,20211017.0,,Y,,Not 5M
Z005054,Outsourcing Dispatch Function,42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-01-16T00:00:00,2339.2000000000003,2924.0,15480.0,19350.0,,,HK,FALSE,,,36.0,36.0,2013-03-31T16:00:00Z,2013-04-30T16:00:00Z,,False,Closed-Lost,,2013-04-30T16:00:00Z,,Xiaoyu Xu,,8XDF35,New from New,,,,,,,,,100.0,0.0,0.0,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,Tender handed in and awaiting result,,,,Hongkong,,HKD,Providing dispatch services for Haeco,2020-01-16T03:29:15.0000000+00:00,2021-09-23T13:44:26Z,,20211017.0,,Y,,Not 5M
Z004403,CX CAPEX,1eea207a-aae0-4cf3-a852-47a162d04ce6,Cathay Pacific Airways,国泰航空,2018-04-01T00:00:00,20.936000000000003,26.17,205.624,257.03,BCA-279369,Fully Approved,HK,FALSE,2023-02-27T16:00:00Z,,60.0,60.0,2018-03-31T16:00:00Z,2018-02-28T16:00:00Z,,False,Contract Signed,,2018-02-28T16:00:00Z,,Xiaoyu Xu,New Business,279369,New from Existing,,,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,In Progress,,,,Hongkong,,HKD,CX,2020-01-16T03:16:44.0000000+00:00,2021-08-22T04:12:43Z,,20211017.0,,Y,,5M
Z003403,Honeywell Aerospace In-Plant 3PL Project,b53daf01-105c-4fa0-8a7f-a2b60dd81f39,Honeywell Aerospace,霍尼韦尔航空航天,2020-01-15T00:00:00,100.0,100.0,1000.0,1000.0,,,,FALSE,,,36.0,36.0,2018-09-29T16:00:00Z,2018-09-30T16:00:00Z,,True,Closed-Lost,,2018-09-30T16:00:00Z,,Xiaoyu Xu,New Business,284126,New from New,,,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,Preparing for quotation,2018-07-18T16:00:00Z,,,China,,CNY,Honeywell Aerospace wants to outsource its I2M warehouses and it's pure in-house service.,2020-01-12T09:40:48.0000000+00:00,2021-09-23T13:17:17Z,,20211017.0,,Y,,Not 5M
Z004815,Haeco HK SPL,42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-01-16T00:00:00,825.6,1032.0,6880.0,8600.0,,,HK,FALSE,,,36.0,36.0,2013-12-05T16:00:00Z,2013-12-19T16:00:00Z,,False,Closed-Lost,,2013-12-19T16:00:00Z,,Judy Wong,,95P4L2,New from New,,,,,,,,,100.0,0.0,0.0,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,DHL proposal to be submitted by March 27th,,,,Hongkong,,HKD,SPL for aircraft in HK,2020-01-16T03:24:58.0000000+00:00,2021-09-23T13:39:39Z,,20211017.0,,Y,,Not 5M
Z007602,Amphenol Warehousing and VAS,8393ab4a-639a-ea11-a812-000d3a851174,Amphenol ICC Hong Kong Limited,安费诺 ICC香港,2020-09-10T00:00:00,240.0,300.0,2400.0,3000.0,,,HK,FALSE,2021-09-29T16:00:00Z,,,12.0,2020-09-30T16:00:00Z,2020-09-30T16:00:00Z,,False,Closed-Canceled,,,,AlvinSC Chan,New Business,,New from New,,Warehousing,Value-added service,,,Opportunity withdrawn by customer,,,100.0,,,,,,AlvinSC Chan (SF-DHL HK),,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,,Hongkong,,HKD,,2020-06-12T08:38:18.0000000+00:00,2021-08-22T04:32:10Z,,20211017.0,,Y,,Not 5M
Z008687,Neusoft Transportation Management,c672085a-97fb-4381-a593-e4fd454c1b51,Neusoft Medical Systems,东软医疗系统,2021-04-12T00:00:00,41.0,41.0,2003.0,2003.0,N200674,Approved,EM,TRUE,2022-09-29T16:00:00Z,2022-09-30T16:00:00Z,,24.0,2020-10-01T00:00:00Z,2020-10-01T00:00:00Z,,False,Contract Signed,2022-09-30T16:00:00Z,,490000.0,Stacie Zhang,New Business,,New from Existing,,Transportation,,,,,,,100.0,,,,,,Tao Hong (SF-DHL CN),,,,,,Engineering & Manufacturing,Aerospace & aviation,,,False,,China,4006.0,CNY,,2020-09-30T05:45:23.0000000+00:00,2021-09-06T01:24:11Z,2020-12-07T11:15:26Z,20211017.0,2021-04-12T09:30:03Z,Y,,Not 5M
Z004145,warehouse and transportation,41d1babc-5f59-4e9c-9a30-b7b280549d69,Rolls-Royce Aerospace,劳斯莱斯,2020-01-15T00:00:00,540.0,540.0,2700.0,2700.0,,,,FALSE,,,60.0,60.0,2016-01-28T16:00:00Z,2016-01-31T16:00:00Z,,False,Closed-Canceled,,2016-01-31T16:00:00Z,,Xiaoyu Xu,New Business,A488RE,New from New,,,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,,China,,CNY,Not available,2020-01-12T09:55:52.0000000+00:00,2021-09-23T13:29:57Z,,20211017.0,,Y,,Not 5M
Z005076,Extension of logistics services,e6dedec3-8d77-48e7-841d-8fb7089167e9,Aero Inventory,永旺 库存,2020-01-17T00:00:00,357.76,447.2,1486.08,1857.6,,,HK,FALSE,,2012-06-30T16:00:00Z,4.0,4.0,2012-02-19T16:00:00Z,,,False,Contract Signed,2012-02-28T16:00:00Z,,,Xiaoyu Xu,,8NW97S,Renewal,,,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,HK Gateway will process aircraft spare parts from Switzerland & Indonesia,,,,Hongkong,,HKD,Extension of Logistics Service from 1 Mar to 30 Jun 2012,2020-01-16T03:29:39.0000000+00:00,2021-09-23T13:44:52Z,,20211017.0,,Y,,Not 5M
Z003036,Shanghai Warehouse Management,79247674-5ae8-426b-81e2-8eefaa4e7db8,Boeing Corporate,波音,2020-01-15T00:00:00,0.0,0.0,,,,,,FALSE,,,,,2019-06-29T16:00:00Z,2019-09-29T16:00:00Z,0.0,False,Closed-Canceled,,2019-09-29T16:00:00Z,,Xiaoyu Xu,New Business,289755,New from New,,,,,,,,0.0,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,,China,,CNY,"warehouse management, AOG management",2020-01-12T09:33:11.0000000+00:00,2021-09-23T13:11:41Z,,20211017.0,,Y,,Not 5M
Z004949,Renewal of Service Ag...-C1101186 Contract,42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-01-16T00:00:00,144.0,180.0,768.0,960.0,,,HK,FALSE,,2015-02-28T16:00:00Z,12.0,12.0,2015-05-28T16:00:00Z,2015-02-28T16:00:00Z,,False,Closed-Lost,2016-02-29T16:00:00Z,2015-02-28T16:00:00Z,,Xiaoyu Xu,Straightforward Renewals,9KDDWZ,Renewal,,Transportation,,,,,,,100.0,0.0,0.0,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,Haeco verbally awarded us the transportation contract,,,,Hongkong,,HKD,HAECO transportation contract renewal,2020-01-16T03:27:26.0000000+00:00,2021-09-23T13:42:29Z,,20211017.0,,Y,,Not 5M
Z004386,Renewal of Supplemental Agreement - C1106148,1eea207a-aae0-4cf3-a852-47a162d04ce6,Cathay Pacific Airways,国泰航空,2018-12-31T00:00:00,308.8,386.0,1664.0,2080.0,BCA-281893,Fully Approved,HK,FALSE,2020-02-28T16:00:00Z,2018-06-05T16:00:00Z,3.0,3.0,2018-12-30T16:00:00Z,2018-09-15T16:00:00Z,52500.0,False,Contract Signed,,2018-09-15T16:00:00Z,,Xiaoyu Xu,Straightforward Renewals,281893,Renewal,,,,,,,,456800.0,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,In the discussion of service scope.,2018-09-02T16:00:00Z,,,Hongkong,,HKD,In the discussion of service scope.,2020-01-16T03:16:23.0000000+00:00,2021-08-22T04:12:29Z,,20211017.0,,Y,,5M
Z008665,Renew_仓储服务合同,053582f7-24ce-45d8-a43c-c5d7f6f77899,DHL Express,敦豪物流 快递,,28.27,28.27,56.28,56.28,N200592,Approved,EM,FALSE,2022-10-31T00:00:00Z,2022-11-01T00:00:00Z,,26.0,2020-08-31T00:00:00Z,2020-09-01T00:00:00Z,,False,Opportunity Gain,2022-11-01T00:00:00Z,,,Lareina Cheng,Straightforward Renewals,,Renewal,,Warehousing,,,,,,,100.0,,,,,,Vanessa Zheng (SF-DHL CN),,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,,China,33.0,CNY,,2020-09-22T02:30:33.0000000+00:00,2021-08-22T04:37:46Z,2020-10-26T18:30:47Z,20211017.0,,Y,,Not 5M
Z003268,Qantas South China hub,cc8ab451-dcad-43c3-a874-ea8f3b6dc332,QANTAS,澳洲航空公司,2020-01-15T00:00:00,585.0,75.0,2340.0,300.0,,,,FALSE,,,24.0,24.0,2014-07-13T16:00:00Z,2014-08-28T16:00:00Z,,False,Closed-Lost,,2014-08-28T16:00:00Z,,Xiaoyu Xu,,9CZ6HX,New from New,,,,,,,Benchmarking exercise,,100.0,0.0,0.0,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,Indicative quotation submitted. Positive feedback from customer and pending for solid discussion result. Further to generate solid quote when data available,,,,China,,EUR,Consolidation hub at South China for non-food products for Qantas. Counterpart of customer side to be DSC AU which are handling the 4PL for Qantas,2020-01-12T09:38:00.0000000+00:00,2021-09-23T13:15:01Z,,20211017.0,,Y,,Not 5M
Z004952,Cabin Retrofit,1eea207a-aae0-4cf3-a852-47a162d04ce6,Cathay Pacific Airways,国泰航空,2020-01-16T00:00:00,440.32,550.4,2937.76,3672.2,,,HK,FALSE,,,24.0,24.0,2012-09-16T16:00:00Z,2012-09-30T16:00:00Z,,False,Closed-Lost,,2012-09-30T16:00:00Z,,Xiaoyu Xu,,8SF2V6,New from New,,,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,Due to poor finanical performance CX CEO announced all non critical projects will be put on hold until further notice.,,,,Hongkong,,HKD,Provide logistics services for CX new premium economy class seats,2020-01-16T03:27:29.0000000+00:00,2021-09-23T13:42:33Z,,20211017.0,,Y,,5M
Z005003,Aircraft Spare Parts Storage,1cef221b-d651-4e93-8389-fd0e70e90f7e,China Aircraft Services,中国飞机服务,2020-01-16T00:00:00,172.0,215.0,1148.96,1436.2,,,HK,FALSE,,,24.0,24.0,2012-09-30T16:00:00Z,2012-11-30T16:00:00Z,,False,Closed-Canceled,,2012-11-30T16:00:00Z,,Xiaoyu Xu,,8SE9ZS,New from New,,,,,,,,,,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,CASL informed they still have space available in their current warehouse so not looking for an off-airport storage for time being.,,,,Hongkong,,HKD,storage of aircraft spare parts,2020-01-16T03:28:21.0000000+00:00,2021-09-23T13:43:31Z,,20211017.0,,Y,,Not 5M
Z001505,Renewal of UTC Aerospace Xiamen Operation,ef80582b-ddbb-42d5-9a4f-6d4252ccdac8,Collins Aerospace,柯林斯宇航,2019-03-31T00:00:00,25.98,25.98,473.64,473.64,BCA-282750,Fully Approved,Auto,FALSE,2021-03-30T16:00:00Z,2019-03-30T16:00:00Z,24.0,24.0,2019-03-30T16:00:00Z,2019-03-31T16:00:00Z,2000.0,False,Contract Signed,,2019-03-31T16:00:00Z,,Xiaoyu Xu,Change Renewals,282750,Renewal,,Warehousing,,,,,,26900.0,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,terminated,2019-02-24T16:00:00Z,,,China,,CNY,"This is Auto Renewed Opportunity, please provide valid Description",2020-01-12T08:16:39.0000000+00:00,2021-08-22T03:35:15Z,,20211017.0,,Y,,Not 5M
Z004772,Rolls Royce Aftermarket,41d1babc-5f59-4e9c-9a30-b7b280549d69,Rolls-Royce Aerospace,劳斯莱斯,2020-01-16T00:00:00,2592.0,3240.0,18819.2,23524.0,,,HK,FALSE,,,60.0,60.0,2016-03-21T16:00:00Z,2016-06-07T16:00:00Z,,False,Closed-Canceled,,2016-06-07T16:00:00Z,,Xiaoyu Xu,New Business,A355B2,New from New,,,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,,Hongkong,,HKD,Aftermarket,2020-01-16T03:24:11.0000000+00:00,2021-09-23T13:38:46Z,,20211017.0,,Y,,Not 5M
Z009376,BWM Suppliers transportation-----Ljung,6e6094b5-2e81-eb11-a812-0022481611be,"Ljunghäll (Wuxi) Die-Casting Co., Ltd.",永豪（无锡）压铸有限公司,,12.0,12.0,102.0,102.0,S211069,Approved,EM,FALSE,2022-02-27T16:00:00Z,2022-02-28T16:00:00Z,,12.0,2021-02-28T16:00:00Z,2021-03-01T00:00:00Z,,False,Qualified,,2021-02-28T16:00:00Z,470000.0,Jack Tang,New Business,,New from New,,Transportation,,,,,,,100.0,,,,,,Jack Tang (SF-DHL CN),,,,,,Engineering & Manufacturing,Aerospace & aviation,,,False,,,102.0,CNY,,2021-03-15T00:31:08.0000000+00:00,2021-09-06T01:24:37Z,2021-04-14T12:40:10Z,20211017.0,,N,1,Not 5M
Z004379,Haeco domestic transport service,42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2016-10-24T00:00:00,118.32000000000001,147.9,765.6,957.0,BCA-248914,Fully Approved,HK,FALSE,2019-06-29T16:00:00Z,2019-06-30T16:00:00Z,2.0,2.0,2016-10-23T16:00:00Z,2019-04-30T16:00:00Z,,False,Contract Signed,2019-06-30T16:00:00Z,2016-02-29T16:00:00Z,,Xiaoyu Xu,New Business,248914,New from New,,Transportation,,,,,,,100.0,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,In progress,,,,Hongkong,159.5,HKD,"scope is provide labor and vehicle to transport aircraft materials and general goods between HAECO (Chek Lap Kok), Cathy City, HAESL and HAECO (Tseung Kwan O)",2020-01-16T03:16:13.0000000+00:00,2021-08-22T04:12:23Z,,20211017.0,,Y,,Not 5M
Z004449,Lufthansa_MRO warehousing & transportation,1ac60e89-8546-42b2-a0c5-962e6626f797,Lufthansa,汉莎航空,2020-01-16T00:00:00,668.8000000000001,836.0,3520.0,4400.0,,,HK,FALSE,,,36.0,36.0,2016-04-25T16:00:00Z,2016-05-03T16:00:00Z,,False,Closed-Lost,,2016-05-03T16:00:00Z,,Xiaoyu Xu,New Business,9ZKEBL,New from New,,,,,,,Lack of appropriate infrastructure,,100.0,0.0,0.0,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,work in progress,,,,Hongkong,,HKD,MRO warehousing & transportation,2020-01-16T03:17:46.0000000+00:00,2021-09-23T13:32:47Z,,20211017.0,,Y,,Not 5M
Z003095,UTC Goodrich In Plant Ops in Xiamen,ef80582b-ddbb-42d5-9a4f-6d4252ccdac8,Collins Aerospace,柯林斯宇航,2020-01-15T00:00:00,0.0,0.0,444.0,444.0,,,,FALSE,,,,,2017-05-09T16:00:00Z,,0.0,False,Closed-Canceled,,,,Xiaoyu Xu,New Business,270555,New from New,,,,,,,,0.0,,,,,,,,,,,,,Engineering & Manufacturing,Aerospace & aviation,,,,,China,,CNY,UTAS Goodrich asked us to replicate the same to support their repair operations in Xiamen.,2020-01-12T09:34:27.0000000+00:00,2021-09-23T13:12:18Z,,20211017.0,,Y,,Not 5M
Z004503,Haeco Offsite Warehouse,42520d15-3800-408b-8e14-8817f2b3775a,Haeco,香港飞机工程,2020-04-03T00:00:00,0.0,0.0,0.0,0.0,,,HK,FALSE,,,,,2019-06-29T16:00:00Z,2019-05-31T16:00:00Z,0.0,False,Closed-Canceled,,2019-05-31T16:00:00Z,,IrisW Tang,New Business,291404,New from Existing,,Warehousing,,,,None,,0.0,100.0,,,,,,IrisW Tang (SF-DHL HK),,,,,,Engineering & Manufacturing,Aerospace & aviation,Customer verbally confirmed to award the service,,,,Hongkong,,HKD,Offsite warehouse for Haeco,2020-01-16T03:18:59.0000000+00:00,2021-08-22T04:14:06Z,,20211017.0,,Y,,Not 5M
